state,suburb,count,home_care_places,residential_places,restorative_care_places,total,hcp_perc,rp_perc,rcp_perc,total_perc
NSW,JAMISONTOWN,1,0,115,0,115,0,5.297903412310484e-4,0,5.156002708022292e-4
NSW,JANNALI,2,0,127,0,127,0,5.850728116203752e-4,0,5.694020381902878e-4
NSW,JERILDERIE,1,5,12,0,17,0.004591368227731864,5.52824703893268e-5,0,7.621917046641649e-5
NSW,JESMOND,1,0,86,0,86,0,3.961910377901754e-4,0,3.85579332947754e-4
NSW,JINDERA,1,0,21,0,21,0,9.67443231813219e-5,0,9.415309292910272e-5
NSW,JUNEE,2,0,52,0,52,0,2.395573716870828e-4,0,2.3314099201492104e-4
NSW,KANAHOOKA,2,0,160,0,160,0,7.37099605191024e-4,0,7.173568985074493e-4
NSW,KANDOS,2,0,19,0,19,0,8.75305781164341e-5,0,8.51861316977596e-5
NSW,KANWAL,3,0,382,0,382,0,0.0017598253073935698,0,0.0017126895951865351
NSW,KATOOMBA,3,0,91,0,91,0,4.192254004523949e-4,0,4.079967360261118e-4
NSW,KELLYVILLE,4,0,425,0,425,0,0.0019579208262886574,0,0.0019054792616604122
NSW,KELSO,2,0,112,0,112,0,5.159697236337168e-4,0,5.021498289552145e-4
NSW,KEMPS CREEK,1,0,64,0,64,0,2.948398420764096e-4,0,2.8694275940297973e-4
NSW,KEMPSEY,4,0,66,0,66,0,3.0405358714129737e-4,0,2.9590972063432285e-4
NSW,KENSINGTON,2,0,105,0,105,0,4.8372161590660946e-4,0,4.7076546464551363e-4
NSW,KIAMA,2,0,82,0,82,0,3.7776354766039976e-4,0,3.6764541048506775e-4
NSW,KILLARA,2,0,188,0,188,0,8.660920360994531e-4,0,8.428943557462529e-4
NSW,KILLARNEY VALE,5,0,149,0,149,0,6.86424007334141e-4,0,6.680386117350622e-4
NSW,KINCUMBER,2,0,85,0,85,0,3.915841652577315e-4,0,3.8109585233208243e-4
NSW,KINGS LANGLEY,1,0,87,0,87,0,4.007979103226193e-4,0,3.9006281356342555e-4
NSW,KINGSCLIFF,5,0,182,0,182,0,8.384508009047898e-4,0,8.159934720522236e-4
NSW,KINGSWOOD,2,0,179,0,179,0,8.246301833074581e-4,0,8.02543030205209e-4
NSW,KIRRAWEE,3,0,330,0,330,0,0.001520267935706487,0,0.0014795486031716142
NSW,KOGARAH,7,0,282,41,323,0,0.0012991380541491797,0.008393039918116683,0.0014481642388619134
NSW,KOOTINGAL,2,0,87,0,87,0,4.007979103226193e-4,0,3.9006281356342555e-4
NSW,KURRAJONG,1,0,30,0,30,0,1.3820617597331698e-4,0,1.3450441847014674e-4
NSW,KURRI KURRI,3,0,91,0,91,0,4.192254004523949e-4,0,4.079967360261118e-4
NSW,KYOGLE,4,6,68,0,74,0.005509641873278237,3.132673322061852e-4,0,3.317775655596953e-4
NSW,LAKE CARGELLIGO,1,0,16,0,16,0,7.37099605191024e-5,0,7.173568985074493e-5
NSW,LAKEMBA,7,0,297,0,297,0,0.0013682411421358383,0,0.0013315937428544527
NSW,LANE COVE,3,0,195,0,195,0,8.983401438265604e-4,0,8.742787200559538e-4
NSW,LANE COVE NORTH,2,0,167,0,167,0,7.693477129181313e-4,0,7.487412628171502e-4
NSW,LARGS,1,0,49,0,49,0,2.257367540897511e-4,0,2.1969055016790636e-4
NSW,LAURIETON,2,0,166,0,166,0,7.647408403856873e-4,0,7.442577822014786e-4
NSW,LAVINGTON,3,0,84,0,84,0,3.869772927252876e-4,0,3.7661237171641087e-4
NSW,LEETON,3,0,134,0,134,0,6.173209193474826e-4,0,6.007864024999888e-4
NSW,LEICHHARDT,3,0,130,0,130,0,5.988934292177069e-4,0,5.828524800373026e-4
NSW,LEMONGROVE,1,0,0,48,48,0,0,0.009825997952917094,2.152070695522348e-4
NSW,LEURA,2,0,118,0,118,0,5.436109588283802e-4,0,5.290507126492439e-4
NSW,LEWISHAM,2,0,96,0,96,0,4.422597631146144e-4,0,4.304141391044696e-4
NSW,LIDCOMBE,1,0,70,0,70,0,3.22481077271073e-4,0,3.138436430970091e-4
NSW,LIGHTNING RIDGE,1,2,19,0,21,0.0018365472910927456,8.75305781164341e-5,0,9.415309292910272e-5
NSW,LILYFIELD,11,0,86,0,86,0,3.961910377901754e-4,0,3.85579332947754e-4
NSW,LINDFIELD,3,0,76,10,86,0,3.501223124657364e-4,0.0020470829068577278,3.85579332947754e-4
NSW,LISAROW,1,0,120,0,120,0,5.528247038932679e-4,0,5.38017673880587e-4
NSW,LISMORE,3,0,63,30,93,0,2.902329695439657e-4,0.006141248720573183,4.169636972574549e-4
NSW,LITHGOW,1,0,95,0,95,0,4.3765289058217047e-4,0,4.2593065848879803e-4
NSW,LITTLE BAY,1,0,155,0,155,0,7.140652425288045e-4,0,6.949394954290915e-4
NSW,LIVERPOOL,11,0,193,99,292,0,8.891263987616726e-4,0.020266120777891503,0.001309176339776095
NSW,LOCKHART,2,0,38,0,38,0,1.750611562328682e-4,0,1.703722633955192e-4
NSW,LORD HOWE ISLAND,1,3,1,0,4,0.0027548209366391185,4.6068725324439e-6,0,1.7933922462686233e-5
NSW,MACKSVILLE,6,0,112,0,112,0,5.159697236337168e-4,0,5.021498289552145e-4
NSW,MACLEAN,5,0,180,10,190,0,8.29237055839902e-4,0.0020470829068577278,8.518613169775961e-4
NSW,MACQUARIE PARK,6,0,312,0,312,0,0.0014373442301224967,0,0.001398845952089526
NSW,MAITLAND,3,0,165,0,165,0,7.601339678532435e-4,0,7.397743015858071e-4
NSW,MALABAR,1,0,62,0,62,0,2.856260970115218e-4,0,2.779757981716366e-4
NSW,MANILLA,1,0,40,0,40,0,1.84274901297756e-4,0,1.7933922462686232e-4
NSW,MANLY,2,0,121,0,121,0,5.574315764257119e-4,0,5.425011544962586e-4
NSW,MANLY VALE,2,0,174,0,174,0,8.015958206452386e-4,0,7.801256271268511e-4
NSW,MARAYONG,1,0,146,0,146,0,6.726033897368094e-4,0,6.545881698880475e-4
NSW,MARDI,1,0,0,0,0,0,0,0,0
NSW,MAROUBRA,4,0,264,0,264,0,0.0012162143485651895,0,0.0011836388825372914
NSW,MAROUBRA JUNCTION,1,0,0,0,0,0,0,0,0
NSW,MARRICKVILLE,5,0,392,0,392,0,0.0018058940327180088,0,0.0017575244013432508
NSW,MARSFIELD,1,0,61,0,61,0,2.810192244790779e-4,0,2.7349231755596505e-4
NSW,MATRAVILLE,1,0,40,0,40,0,1.84274901297756e-4,0,1.7933922462686232e-4
NSW,MAYFIELD,3,0,187,0,187,0,8.614851635670093e-4,0,8.384108751305813e-4
NSW,MAYFIELD EAST,1,0,66,0,66,0,3.0405358714129737e-4,0,2.9590972063432285e-4
NSW,MEADOWBANK,6,0,0,0,0,0,0,0,0
NSW,MENANGLE,1,0,104,0,104,0,4.791147433741656e-4,0,4.6628198402984207e-4
NSW,MEREWETHER,2,0,99,0,99,0,4.5608038071194606e-4,0,4.4386458095148427e-4
NSW,MERIMBULA,6,0,68,0,68,0,3.132673322061852e-4,0,3.0487668186566597e-4
NSW,MERRIWA,2,0,31,0,31,0,1.428130485057609e-4,0,1.389878990858183e-4
NSW,MERRYLANDS,1,0,135,0,135,0,6.219277918799265e-4,0,6.052698831156603e-4
NSW,MERRYLANDS WEST,3,0,72,0,72,0,3.316948223359608e-4,0,3.228106043283522e-4
NSW,MILTON,7,0,141,0,141,0,6.495690270745899e-4,0,6.321707668096897e-4
NSW,MINTO,1,0,108,0,108,0,4.975422335039411e-4,0,4.8421590649252826e-4
NSW,MIRANDA,12,0,512,47,559,0,0.002358718736611277,0.00962128966223132,0.002506265664160401
NSW,MITCHELL,1,0,0,0,0,0,0,0,0
NSW,MITTAGONG,5,0,143,0,143,0,6.587827721394777e-4,0,6.411377280410328e-4
NSW,MOAMA,2,0,106,0,106,0,4.883284884390534e-4,0,4.752489452611852e-4
NSW,MOLONG,2,0,48,0,48,0,2.211298815573072e-4,0,2.152070695522348e-4
NSW,MONA VALE,4,0,174,0,174,0,8.015958206452386e-4,0,7.801256271268511e-4
NSW,MOREE,3,0,96,0,96,0,4.422597631146144e-4,0,4.304141391044696e-4
NSW,MORISSET,2,0,0,0,0,0,0,0,0
NSW,MORTDALE,1,0,136,0,136,0,6.265346644123704e-4,0,6.097533637313319e-4
NSW,MORUYA,6,0,31,0,31,0,1.428130485057609e-4,0,1.389878990858183e-4
NSW,MOSMAN,6,0,287,0,287,0,0.0013221724168113993,0,0.0012867589366977372
NSW,MOSS VALE,2,0,138,0,138,0,6.357484094772582e-4,0,6.18720324962675e-4
NSW,MOULAMEIN,1,0,17,0,17,0,7.83168330515463e-5,0,7.621917046641649e-5
NSW,MOUNT AUSTIN,2,0,83,0,83,0,3.8237042019284367e-4,0,3.721288911007393e-4
NSW,MOUNT DRUITT,7,0,0,0,0,0,0,0,0
NSW,MOUNT HUTTON,2,0,224,0,224,0,0.0010319394472674335,0,0.001004299657910429
NSW,MOUNT OUSLEY,1,0,0,0,0,0,0,0,0
NSW,MOUNT WARRIGAL,1,0,40,0,40,0,1.84274901297756e-4,0,1.7933922462686232e-4
NSW,MUDGEE,5,0,219,0,219,0,0.0010089050846052142,0,9.818822548320711e-4
NSW,MULLUMBIMBY,1,0,55,0,55,0,2.533779892844145e-4,0,2.465914338619357e-4
NSW,MURRUMBURRAH,1,0,20,0,20,0,9.2137450648878e-5,0,8.966961231343116e-5
NSW,MURRURUNDI,2,0,25,0,25,0,1.1517181331109749e-4,0,1.1208701539178896e-4
NSW,MURWILLUMBAH,2,0,201,0,201,0,9.259813790212239e-4,0,9.011796037499832e-4
NSW,MUSWELLBROOK,4,0,65,0,65,0,2.9944671460885346e-4,0,2.914262400186513e-4
NSW,NAMBUCCA HEADS,6,0,166,0,166,0,7.647408403856873e-4,0,7.442577822014786e-4
NSW,NARELLAN,1,0,0,0,0,0,0,0,0
NSW,NAROOMA,1,0,0,0,0,0,0,0,0
NSW,NARRABEEN,6,0,583,0,583,0,0.0026858066864147937,0,0.0026138691989365183
NSW,NARRABRI,5,0,111,10,121,0,5.113628511012729e-4,0.0020470829068577278,5.425011544962586e-4
NSW,NARRANDERA,2,0,141,0,141,0,6.495690270745899e-4,0,6.321707668096897e-4
NSW,NARRAWEENA,1,0,54,0,54,0,2.4877111675197057e-4,0,2.4210795324626413e-4
NSW,NARROMINE,1,0,47,0,47,0,2.1652300902486328e-4,0,2.1072358893656324e-4
NSW,NELSON BAY,1,0,0,0,0,0,0,0,0
NSW,NEUTRAL BAY,2,0,91,0,91,0,4.192254004523949e-4,0,4.079967360261118e-4
NSW,NEW LAMBTON,1,0,51,0,51,0,2.349504991546389e-4,0,2.2865751139924948e-4
NSW,NEWCASTLE,2,0,0,7,7,0,0,0.0014329580348004093,3.1384364309700906e-5
NSW,NEWCASTLE EAST,2,0,0,0,0,0,0,0,0
NSW,NEWCASTLE WEST,2,0,0,54,54,0,0,0.01105424769703173,2.4210795324626413e-4
NSW,NEWINGTON,1,0,0,0,0,0,0,0,0
NSW,NEWTOWN,5,0,0,0,0,0,0,0,0
NSW,NIMBIN,1,6,11,0,17,0.005509641873278237,5.0675597856882895e-5,0,7.621917046641649e-5
NSW,NORAH HEAD,1,0,53,0,53,0,2.441642442195267e-4,0,2.376244726305926e-4
NSW,NORAVILLE,1,0,76,0,76,0,3.501223124657364e-4,0,3.407445267910384e-4
NSW,NORFOLK ISLAND,2,0,14,0,14,0,6.44962154542146e-5,0,6.276872861940181e-5
NSW,NORMANHURST,4,0,307,0,307,0,0.0014143098674602773,0,0.0013764285490111684
NSW,NORTH BOAMBEE VALLEY,2,0,100,0,100,0,4.6068725324438997e-4,0,4.4834806156715583e-4
NSW,NORTH GOSFORD,4,0,0,115,115,0,0,0.02354145342886387,5.156002708022292e-4
NSW,NORTH MANLY,1,0,35,0,35,0,1.612405386355365e-4,0,1.5692182154850454e-4
NSW,NORTH NOWRA,4,0,144,0,144,0,6.633896446719215e-4,0,6.456212086567044e-4
NSW,NORTH PARRAMATTA,3,0,258,0,258,0,0.0011885731133705261,0,0.001156737998843262
NSW,NORTH RICHMOND,1,0,80,0,80,0,3.68549802595512e-4,0,3.5867844925372463e-4
NSW,NORTH ROCKS,1,0,124,0,124,0,5.712521940230436e-4,0,5.559515963432732e-4
NSW,NORTH RYDE,3,0,83,0,83,0,3.8237042019284367e-4,0,3.721288911007393e-4
NSW,NORTH SYDNEY,1,0,138,0,138,0,6.357484094772582e-4,0,6.18720324962675e-4
NSW,NORTH TAMWORTH,2,0,106,0,106,0,4.883284884390534e-4,0,4.752489452611852e-4
NSW,NORTH TURRAAMURRA,1,0,0,0,0,0,0,0,0
NSW,NORTH TURRAMURRA,6,0,281,0,281,0,0.0012945311816167358,0,0.0012598580530037077
NSW,NORTH WOLLONGONG,2,0,33,0,33,0,1.5202679357064869e-4,0,1.4795486031716142e-4
NSW,NORTHBRIDGE,2,0,164,0,164,0,7.555270953207995e-4,0,7.352908209701355e-4
NSW,NORTHMEAD,4,0,121,0,121,0,5.574315764257119e-4,0,5.425011544962586e-4
NSW,NORWEST,1,0,0,7,7,0,0,0.0014329580348004093,3.1384364309700906e-5
NSW,NOWRA,8,0,283,30,313,0,0.0013037449266816237,0.006141248720573183,0.0014033294327051977
NSW,NYNGAN,2,0,36,0,36,0,1.658474111679804e-4,0,1.614053021641761e-4
NSW,OATLANDS,2,0,114,0,114,0,5.251834686986046e-4,0,5.111167901865576e-4
NSW,OATLEY,1,0,73,0,73,0,3.363016948684047e-4,0,3.2729408494402377e-4
NSW,OBERON,2,8,84,0,92,0.0073461891643709825,3.869772927252876e-4,0,4.1248021664178335e-4
NSW,OLD BAR,1,0,80,0,80,0,3.68549802595512e-4,0,3.5867844925372463e-4
NSW,ORANGE,15,0,593,13,606,0,0.0027318754117392325,0.0026612077789150462,0.0027169892530969643
NSW,OXLEY VALE,1,0,90,0,90,0,4.14618527919951e-4,0,4.0351325541044023e-4
NSW,PADDINGTON,1,0,100,0,100,0,4.6068725324438997e-4,0,4.4834806156715583e-4
NSW,PADSTOW,1,0,100,0,100,0,4.6068725324438997e-4,0,4.4834806156715583e-4
NSW,PADSTOW HEIGHTS,2,0,141,0,141,0,6.495690270745899e-4,0,6.321707668096897e-4
NSW,PAMBULA,1,0,73,0,73,0,3.363016948684047e-4,0,3.2729408494402377e-4
NSW,PARKES,10,0,191,67,258,0,8.799126536967849e-4,0.013715455475946776,0.001156737998843262
NSW,PARRAMATTA,10,0,306,0,306,0,0.0014097029949278334,0,0.0013719450683954968
NSW,PEAK HILL,2,0,20,0,20,0,9.2137450648878e-5,0,8.966961231343116e-5
NSW,PEAKHURST,8,0,455,0,455,0,0.0020961270022619746,0,0.002039983680130559
NSW,PEMULWUY,1,0,130,0,130,0,5.988934292177069e-4,0,5.828524800373026e-4
NSW,PENDLE HILL,7,0,358,0,358,0,0.0016492603666149162,0,0.001605086060410418
NSW,PENNANT HILLS,1,0,41,0,41,0,1.8888177383019988e-4,0,1.8382270524253388e-4
NSW,PENRITH,14,0,409,0,409,0,0.001884210865769555,0,0.0018337435718096672
NSW,PENSHURST,2,0,72,0,72,0,3.316948223359608e-4,0,3.228106043283522e-4
NSW,PETERSHAM,1,0,48,0,48,0,2.211298815573072e-4,0,2.152070695522348e-4
NSW,PICTON,2,0,102,0,102,0,4.699009983092778e-4,0,4.5731502279849895e-4
NSW,PLUMPTON,3,0,50,0,50,0,2.3034362662219498e-4,0,2.2417403078357792e-4
NSW,POINT CLARE,2,0,150,0,150,0,6.91030879866585e-4,0,6.725220923507338e-4
NSW,PORT KEMBLA,5,0,40,0,40,0,1.84274901297756e-4,0,1.7933922462686232e-4
NSW,PORT MACQUARIE,31,0,824,50,874,0,0.0037960629667337735,0.01023541453428864,0.003918562058096942
NSW,PORTLAND,1,0,22,0,22,0,1.0135119571376579e-4,0,9.863657354477428e-5
NSW,POTTS POINT,4,0,0,0,0,0,0,0,0
NSW,POTTSVILLE,2,0,154,0,154,0,7.094583699963605e-4,0,6.904560148134199e-4
NSW,PRESTONS,4,0,199,0,199,0,9.167676339563361e-4,0,8.9221264251864e-4
NSW,PYMBLE,2,0,0,0,0,0,0,0,0
NSW,QUAKERS HILL,1,0,127,0,127,0,5.850728116203752e-4,0,5.694020381902878e-4
NSW,QUEANBEYAN,5,0,228,0,228,0,0.0010503669373972092,0,0.0010222335803731152
NSW,QUIRINDI,1,0,68,0,68,0,3.132673322061852e-4,0,3.0487668186566597e-4
NSW,RALEIGH,1,0,58,0,58,0,2.671986068817462e-4,0,2.6004187570895037e-4
NSW,RANDWICK,8,0,620,25,645,0,0.002856260970115218,0.00511770726714432,0.002891844997108155
NSW,RAYMOND TERRACE,1,0,80,0,80,0,3.68549802595512e-4,0,3.5867844925372463e-4
NSW,REDFERN,2,0,73,0,73,0,3.363016948684047e-4,0,3.2729408494402377e-4
NSW,REDHEAD,3,0,60,0,60,0,2.7641235194663397e-4,0,2.690088369402935e-4
NSW,REVESBY,3,0,305,0,305,0,0.0014050961223953894,0,0.0013674615877798252
NSW,RHODES,2,0,62,0,62,0,2.856260970115218e-4,0,2.779757981716366e-4
NSW,RICHMOND,4,0,335,0,335,0,0.0015433022983687063,0,0.0015019660062499719
NSW,ROCKDALE,4,0,100,0,100,0,4.6068725324438997e-4,0,4.4834806156715583e-4
NSW,ROOTY HILL,13,0,670,7,677,0,0.0030866045967374127,0.0014329580348004093,0.003035316376809645
NSW,ROSE BAY,2,0,207,0,207,0,9.536226142158872e-4,0,9.280804874440125e-4
NSW,ROSEBERRY,1,0,0,0,0,0,0,0,0
NSW,ROSELANDS,1,0,68,0,68,0,3.132673322061852e-4,0,3.0487668186566597e-4
NSW,ROSEVILLE,7,0,146,5,151,0,6.726033897368094e-4,0.0010235414534288639,6.770055729664053e-4
NSW,ROUND CORNER,1,0,0,0,0,0,0,0,0
NSW,RUSHCUTTERS BAY,1,0,116,0,116,0,5.343972137634924e-4,0,5.200837514179007e-4
NSW,RUSSELL LEA,1,0,40,0,40,0,1.84274901297756e-4,0,1.7933922462686232e-4
NSW,RUTHERFORD,2,0,224,0,224,0,0.0010319394472674335,0,0.001004299657910429
NSW,RYDE,6,0,369,90,459,0,0.001699935964471799,0.01842374616171955,0.002057917602593245
NSW,RYLSTONE,1,0,24,0,24,0,1.105649407786536e-4,0,1.076035347761174e-4
NSW,SALAMANDER BAY,2,0,60,0,60,0,2.7641235194663397e-4,0,2.690088369402935e-4
NSW,SANCTUARY POINT,2,0,0,10,10,0,0,0.0020470829068577278,4.483480615671558e-5
NSW,SANDGATE,2,0,136,0,136,0,6.265346644123704e-4,0,6.097533637313319e-4
NSW,SANS SOUCI,1,0,38,0,38,0,1.750611562328682e-4,0,1.703722633955192e-4
NSW,SCONE,5,0,166,0,166,0,7.647408403856873e-4,0,7.442577822014786e-4
NSW,SEAFORTH,1,0,76,0,76,0,3.501223124657364e-4,0,3.407445267910384e-4
NSW,SEVEN HILLS,1,0,104,0,104,0,4.791147433741656e-4,0,4.6628198402984207e-4
NSW,SHELL COVE,1,0,128,0,128,0,5.896796841528192e-4,0,5.738855188059595e-4
NSW,SHELLHARBOUR CITY,1,0,0,0,0,0,0,0,0
NSW,SHELLHARBOUR CITY CENTRE,1,0,100,0,100,0,4.6068725324438997e-4,0,4.4834806156715583e-4
NSW,SHOAL BAY,1,0,151,0,151,0,6.956377523990289e-4,0,6.770055729664053e-4
NSW,SHORTLAND,1,0,0,0,0,0,0,0,0
NSW,SINGLETON,5,0,78,0,78,0,3.593360575306242e-4,0,3.497114880223815e-4
NSW,SINGLETON HEIGHTS,2,0,84,0,84,0,3.869772927252876e-4,0,3.7661237171641087e-4
NSW,SMITHFIELD,3,0,158,0,158,0,7.278858601261362e-4,0,7.083899372761061e-4
NSW,SOUTH COOGEE,1,0,41,0,41,0,1.8888177383019988e-4,0,1.8382270524253388e-4
NSW,SOUTH GRANVILLE,1,0,0,0,0,0,0,0,0
NSW,SOUTH HURSTVILLE,2,0,94,0,94,0,4.3304601804972656e-4,0,4.2144717787312647e-4
NSW,SOUTH MURWILLUMBAH,1,0,44,0,44,0,2.0270239142753158e-4,0,1.9727314708954856e-4
NSW,SOUTH NOWRA,1,0,64,0,64,0,2.948398420764096e-4,0,2.8694275940297973e-4
NSW,SOUTH PENRITH,1,0,0,0,0,0,0,0,0
NSW,SOUTH WEST ROCKS,1,0,80,0,80,0,3.68549802595512e-4,0,3.5867844925372463e-4
NSW,SPRINGWOOD,6,0,348,0,348,0,0.0016031916412904772,0,0.0015602512542537022
NSW,ST GEORGES BASIN,1,0,89,0,89,0,4.1001165538750707e-4,0,3.9902977479476867e-4
NSW,ST IVES,3,0,153,0,153,0,7.048514974639167e-4,0,6.859725341977484e-4
NSW,ST JOHNS PARK,1,0,144,0,144,0,6.633896446719215e-4,0,6.456212086567044e-4
NSW,ST LEONARDS,3,0,0,0,0,0,0,0,0
NSW,ST MARYS,4,0,250,3,253,0,0.0011517181331109749,6.141248720573184e-4,0.0011343205957649043
NSW,ST PETERS,1,0,0,0,0,0,0,0,0
NSW,STANMORE,1,0,69,0,69,0,3.178742047386291e-4,0,3.093601624813375e-4
NSW,STANWELL PARK,1,0,44,0,44,0,2.0270239142753158e-4,0,1.9727314708954856e-4
NSW,STOCKTON,4,0,130,0,130,0,5.988934292177069e-4,0,5.828524800373026e-4
NSW,STRATHFIELD,6,0,348,0,348,0,0.0016031916412904772,0,0.0015602512542537022
NSW,STRATHFIELD SOUTH,1,0,0,0,0,0,0,0,0
NSW,STROUD,2,0,31,0,31,0,1.428130485057609e-4,0,1.389878990858183e-4
NSW,SUFFOLK PARK,1,0,66,0,66,0,3.0405358714129737e-4,0,2.9590972063432285e-4
NSW,SUMMER HILL,4,0,188,0,188,0,8.660920360994531e-4,0,8.428943557462529e-4
NSW,SURRY HILLS,6,0,60,0,60,0,2.7641235194663397e-4,0,2.690088369402935e-4
NSW,SUSSEX INLET,3,0,70,0,70,0,3.22481077271073e-4,0,3.138436430970091e-4
NSW,SUTHERLAND,5,0,246,0,246,0,0.0011332906429811994,0,0.0011029362314552032
NSW,SWANSEA,1,0,32,0,32,0,1.474199210382048e-4,0,1.4347137970148986e-4
NSW,SYDNEY,15,0,0,0,0,0,0,0,0
NSW,SYLVANIA,3,0,320,0,320,0,0.001474199210382048,0,0.0014347137970148985
NSW,TAHMOOR,1,0,0,0,0,0,0,0,0
NSW,TAMWORTH,12,0,183,22,205,0,8.430576734372336e-4,0.004503582395087001,9.191135262126694e-4
NSW,TANILBA BAY,1,0,41,0,41,0,1.8888177383019988e-4,0,1.8382270524253388e-4
NSW,TARALGA,1,0,23,0,23,0,1.059580682462097e-4,0,1.0312005416044584e-4
NSW,TAREE,12,0,426,28,454,0,0.001962527698821101,0.005731832139201637,0.0020355001995148872
NSW,TAREN POINT,1,0,123,0,123,0,5.666453214905997e-4,0,5.514681157276016e-4
NSW,TARRAWANNA,1,0,100,0,100,0,4.6068725324438997e-4,0,4.4834806156715583e-4
NSW,TAYLORS BEACH,1,0,0,0,0,0,0,0,0
NSW,TEA GARDENS,2,0,106,0,106,0,4.883284884390534e-4,0,4.752489452611852e-4
NSW,TEMORA,3,0,76,0,76,0,3.501223124657364e-4,0,3.407445267910384e-4
NSW,TENTERFIELD,3,0,82,0,82,0,3.7776354766039976e-4,0,3.6764541048506775e-4
NSW,TERALBA,1,0,97,0,97,0,4.468666356470583e-4,0,4.3489761972014115e-4
NSW,TERREY HILLS,1,0,112,0,112,0,5.159697236337168e-4,0,5.021498289552145e-4
NSW,THE JUNCTION,3,0,0,0,0,0,0,0,0
NSW,THE PONDS,1,0,104,0,104,0,4.791147433741656e-4,0,4.6628198402984207e-4
NSW,THE ROCK,1,0,30,0,30,0,1.3820617597331698e-4,0,1.3450441847014674e-4
NSW,THIRLMERE,1,0,65,0,65,0,2.9944671460885346e-4,0,2.914262400186513e-4
NSW,THIRROUL,1,0,35,0,35,0,1.612405386355365e-4,0,1.5692182154850454e-4
NSW,THORNLEIGH,3,0,54,0,54,0,2.4877111675197057e-4,0,2.4210795324626413e-4
NSW,THURGOONA,1,0,80,0,80,0,3.68549802595512e-4,0,3.5867844925372463e-4
NSW,TIGHES HILL,1,0,0,0,0,0,0,0,0
NSW,TINGHA,1,0,8,0,8,0,3.68549802595512e-5,0,3.5867844925372466e-5
NSW,TINGIRA HEIGHTS,1,0,0,0,0,0,0,0,0
NSW,TOCUMWAL,2,0,37,0,37,0,1.704542837004243e-4,0,1.6588878277984766e-4
NSW,TOMAGO,1,0,0,0,0,0,0,0,0
NSW,TOORMINA,1,0,101,0,101,0,4.652941257768339e-4,0,4.528315421828274e-4
NSW,TORONTO,3,0,287,0,287,0,0.0013221724168113993,0,0.0012867589366977372
NSW,TOTTENHAM,1,4,6,0,10,0.0036730945821854912,2.76412351946634e-5,0,4.483480615671558e-5
NSW,TOUKLEY,2,0,80,0,80,0,3.68549802595512e-4,0,3.5867844925372463e-4
NSW,TRANGIE,1,2,21,0,23,0.0018365472910927456,9.67443231813219e-5,0,1.0312005416044584e-4
NSW,TRUNDLE,1,0,9,0,9,0,4.14618527919951e-5,0,4.0351325541044026e-5
NSW,TUGGERAH,5,0,0,17,17,0,0,0.003480040941658137,7.621917046641649e-5
NSW,TULLAMORE,1,1,12,0,13,9.182736455463728e-4,5.52824703893268e-5,0,5.828524800373026e-5
NSW,TUMBARUMBA,2,10,35,0,45,0.009182736455463728,1.612405386355365e-4,0,2.0175662770522012e-4
NSW,TUMUT,5,0,129,0,129,0,5.942865566852631e-4,0,5.78368999421631e-4
NSW,TUNCURRY,3,0,270,0,270,0,0.001243855583759853,0,0.0012105397662313206
NSW,TURA BEACH,1,0,66,0,66,0,3.0405358714129737e-4,0,2.9590972063432285e-4
NSW,TURRAMURRA,2,0,104,0,104,0,4.791147433741656e-4,0,4.6628198402984207e-4
NSW,TWEED HEADS,9,0,120,30,150,0,5.528247038932679e-4,0.006141248720573183,6.725220923507338e-4
NSW,TWEED HEADS SOUTH,6,9,204,0,213,0.008264462809917356,9.398019966185556e-4,0,9.549813711380419e-4
NSW,TWEED HEADS WEST,2,0,212,0,212,0,9.766569768781068e-4,0,9.504978905223704e-4
NSW,ULMARRA,1,0,32,0,32,0,1.474199210382048e-4,0,1.4347137970148986e-4
NSW,ULTIMO,1,0,0,0,0,0,0,0,0
NSW,UMINA,1,0,283,0,283,0,0.0013037449266816237,0,0.001268825014235051
NSW,UNANDERRA,4,0,371,0,371,0,0.0017091497095366869,0,0.001663371308414148
NSW,URALLA,3,0,36,0,36,0,1.658474111679804e-4,0,1.614053021641761e-4
NSW,URANA,1,0,19,0,19,0,8.75305781164341e-5,0,8.51861316977596e-5
NSW,URBENVILLE,1,6,19,0,25,0.005509641873278237,8.75305781164341e-5,0,1.1208701539178896e-4
NSW,URUNGA,1,0,0,0,0,0,0,0,0
NSW,VAUCLUSE,2,0,154,0,154,0,7.094583699963605e-4,0,6.904560148134199e-4
NSW,WAGGA WAGGA,19,0,418,81,499,0,0.0019256727185615501,0.016581371545547594,0.0022372568272201075
NSW,WAHROONGA,6,0,526,0,526,0,0.0024232149520654915,0,0.0023583108038432395
NSW,WALCHA,3,0,46,0,46,0,2.119161364924194e-4,0,2.0624010832089168e-4
NSW,WALGETT,2,0,16,0,16,0,7.37099605191024e-5,0,7.173568985074493e-5
NSW,WALLSEND,7,0,403,7,410,0,0.0018565696305748915,0.0014329580348004093,0.0018382270524253388
NSW,WARABROOK,1,0,153,0,153,0,7.048514974639167e-4,0,6.859725341977484e-4
NSW,WARATAH,5,0,619,0,619,0,0.002851654097582774,0,0.0027752745011006947
NSW,WARIALDA,2,0,51,0,51,0,2.349504991546389e-4,0,2.2865751139924948e-4
