S/T code,S/T name,LGA code,LGA name,0-4,5–9,10–14,15–19,20–24,25–29,30–34,35–39,40–44,45–49,50–54,55–59,60–64,65–69,70–74,75–79,80–84,85 and over,Total Persons
3,Queensland,30760,Blackall-Tambo (R),132,138,113,68,66,100,115,97,98,99,121,162,155,115,112,85,43,44,1863
3,Queensland,30900,Boulia (S),34,22,32,14,28,39,45,17,33,27,26,35,25,14,20,9,3,2,425
3,Queensland,31000,Brisbane (C),74140,73964,69623,72317,109707,115312,106106,93687,84716,84377,72372,66829,55435,47251,38658,26765,18707,21639,1231605
3,Queensland,31750,Bulloo (S),12,18,28,8,22,17,13,35,15,16,24,38,33,19,12,9,5,6,330
3,Queensland,31820,Bundaberg (R),5002,5717,6192,5813,4798,5090,4845,4793,5103,5892,6083,6816,6694,6640,6238,4305,2833,2448,95302
3,Queensland,31900,Burdekin (S),891,945,1094,1076,925,940,840,825,992,1121,1171,1256,1194,1105,1005,695,498,504,17077
3,Queensland,31950,Burke (S),24,20,24,7,36,30,20,30,23,24,19,29,31,18,11,2,2,2,352
3,Queensland,32080,Cairns (R),10906,11451,11609,10480,9480,11504,11703,11478,11608,12377,11195,10718,9388,7708,6114,3546,2255,2005,165525
3,Queensland,32250,Carpentaria (S),137,148,134,94,126,144,141,121,113,134,160,157,116,97,78,41,22,11,1974
3,Queensland,32260,Cassowary Coast (R),1810,1787,1900,1715,1460,1693,1629,1586,1570,1907,2047,2345,2270,1937,1505,1131,689,708,29689
3,Queensland,32270,Central Highlands (R) (Qld),2545,2578,2153,1597,1588,2091,2473,2331,1926,2058,1829,1807,1336,880,672,417,203,161,28645
3,Queensland,32310,Charters Towers (R),621,843,1003,962,560,622,578,661,707,809,681,771,775,725,638,407,272,215,11850
3,Queensland,32330,Cherbourg (S),192,154,120,151,120,117,55,69,66,63,54,49,42,21,15,13,4,10,1315
3,Queensland,32450,Cloncurry (S),252,201,185,159,175,247,302,259,196,208,184,232,199,107,90,52,19,24,3091
3,Queensland,32500,Cook (S),261,293,309,193,235,343,263,264,267,270,308,364,319,333,232,102,42,47,4445
3,Queensland,32600,Croydon (S),22,20,21,1,14,22,17,27,12,26,22,26,16,12,8,10,7,5,288
3,Queensland,32750,Diamantina (S),8,28,9,6,47,29,35,17,21,9,24,18,14,17,6,1,2,1,292
3,Queensland,32770,Doomadgee (S),199,190,197,142,102,127,120,113,77,65,36,71,28,22,9,1,1,7,1507
3,Queensland,32810,Douglas (S),649,675,701,565,586,796,780,785,828,873,880,1065,918,792,615,382,218,149,12257
3,Queensland,33100,Etheridge (S),62,67,54,8,28,28,62,42,40,54,59,62,67,61,53,40,14,3,804
3,Queensland,33200,Flinders (S) (Qld),122,99,63,51,84,121,99,64,89,96,105,103,102,104,75,68,25,29,1499
3,Queensland,33220,Fraser Coast (R),5074,6111,6658,5944,4342,4564,4595,5209,5523,6487,6622,7638,8171,8900,8274,5455,3267,2629,105463
3,Queensland,33360,Gladstone (R),4754,4959,4787,4178,3413,4046,4396,4274,4363,4695,4350,4273,3464,2601,1994,1222,635,575,62979
3,Queensland,33430,Gold Coast (C),36344,38033,36796,36838,42378,44596,42358,41009,40178,42821,37538,36699,32422,30320,26768,17719,11766,12191,606774
3,Queensland,33610,Goondiwindi (R),789,789,780,615,520,662,648,694,582,698,646,739,660,598,498,380,236,194,10728
3,Queensland,33620,Gympie (R),2746,3243,3534,3056,2117,2300,2401,2649,2696,3363,3466,4091,4011,3841,3475,2161,1260,1176,51586
3,Queensland,33800,Hinchinbrook (S),473,557,622,713,456,442,403,465,537,656,776,876,836,810,710,552,474,447,10805
3,Queensland,33830,Hope Vale (S),137,88,94,87,115,97,69,67,68,64,47,39,45,16,22,3,17,6,1081
3,Queensland,33960,Ipswich (C),17744,17753,15596,14292,15215,17061,17235,15379,13698,13599,12433,11534,9348,7706,5924,4111,2664,2346,213638
3,Queensland,33980,Isaac (R),1982,1874,1441,1006,994,1890,2086,1874,1604,1521,1271,1165,902,580,393,184,95,72,20934
3,Queensland,34420,Kowanyama (S),91,93,95,91,65,74,73,63,75,74,53,46,52,21,8,0,0,3,977
3,Queensland,34530,Livingstone (S),2105,2394,2532,2525,1905,1846,2084,2227,2302,2626,2638,2904,2579,2309,1855,1233,810,764,37638
3,Queensland,34570,Lockhart River (S),88,70,84,54,71,81,68,34,44,45,34,35,27,20,13,10,1,3,782
3,Queensland,34580,Lockyer Valley (R),2482,2724,2804,2820,2746,2906,2510,2409,2435,2685,2770,2605,2365,2220,1980,1218,737,595,41011
3,Queensland,34590,Logan (C),25238,25846,23780,22664,23210,23489,23650,22620,21119,21518,19263,18461,15828,14204,11515,6749,3979,3482,326615
3,Queensland,34710,Longreach (R),216,229,204,209,252,234,224,196,175,227,282,256,233,219,144,90,77,63,3530
3,Queensland,34770,Mackay (R),8009,8379,8100,7459,6485,7560,8016,7640,7504,8378,8193,8159,6822,5236,4148,2789,1968,1694,116539
3,Queensland,34800,McKinlay (S),68,60,44,11,39,63,78,70,68,60,35,67,55,38,27,15,10,6,814
3,Queensland,34830,Mapoon (S),26,29,26,23,33,32,26,20,11,18,15,21,22,12,4,5,1,1,325
3,Queensland,34860,Maranoa (R),960,997,874,687,665,951,957,821,761,819,817,853,721,585,473,359,222,269,12791
3,Queensland,34880,Mareeba (S),1212,1354,1497,1358,1157,1298,1332,1269,1396,1600,1492,1609,1552,1364,1192,898,499,438,22517
3,Queensland,35010,Moreton Bay (R),30205,34074,32314,29677,28331,29152,29320,29926,30197,32521,28741,27745,24465,23655,20558,13050,8014,7640,459585
3,Queensland,35250,Mornington (S),90,133,141,102,96,84,97,98,78,71,59,63,44,12,26,8,9,7,1218
3,Queensland,35300,Mount Isa (C),1882,1425,1313,1129,1267,1902,1739,1372,1142,1277,1173,1104,735,572,387,269,134,56,18878
3,Queensland,35600,Murweh (S),333,305,299,226,230,327,287,232,259,245,290,325,296,220,157,126,76,85,4318
3,Queensland,35670,Napranum (S),149,91,94,86,103,102,59,67,49,56,68,51,35,19,9,5,0,5,1048
3,Queensland,35740,Noosa (S),2242,2975,3634,3247,2080,2054,2271,2772,3386,4160,3983,4506,4343,4351,3780,2583,1525,1477,55369
3,Queensland,35760,North Burnett (R),526,608,697,602,496,562,532,522,575,698,697,778,795,741,703,493,295,308,10628
3,Queensland,35780,Northern Peninsula Area (R),391,419,305,232,299,285,190,163,161,159,126,131,85,67,36,7,5,8,3069
3,Queensland,35790,Palm Island (S),307,308,221,215,226,230,174,146,153,166,168,122,101,52,32,11,1,4,2637
3,Queensland,35800,Paroo (S),125,111,76,57,67,114,96,84,70,90,109,142,146,93,91,55,37,23,1586
3,Queensland,36070,Pormpuraaw (S),95,78,84,46,69,57,44,58,67,65,62,39,28,27,13,0,1,0,833
3,Queensland,36150,Quilpie (S),74,66,49,25,30,61,53,39,41,57,63,73,75,33,26,15,5,5,790
3,Queensland,36250,Redland (C),8865,10149,10733,10405,9287,8431,8840,9392,9820,11228,10533,11119,9673,9047,7604,5022,3304,3411,156863
3,Queensland,36300,Richmond (S),86,60,39,22,35,83,56,50,36,40,53,69,53,45,31,20,13,15,806
3,Queensland,36370,Rockhampton (R),5602,5768,5671,5604,5528,5830,5751,5026,4621,5145,4815,5167,4443,3604,2974,2275,1627,1616,81067
3,Queensland,36510,Scenic Rim (R),2170,2777,3195,2698,2037,1873,1921,2371,2575,3256,2986,3125,2875,2798,2453,1590,1000,883,42583
3,Queensland,36580,Somerset (R),1569,1896,1875,1581,1255,1228,1319,1482,1471,1694,1701,1964,1836,1807,1521,872,462,354,25887
3,Queensland,36630,South Burnett (R),1904,2043,2270,2006,1478,1562,1502,1562,1783,2082,2112,2334,2311,2484,2140,1468,795,719,32555
3,Queensland,36660,Southern Downs (R),2020,2276,2324,2313,1644,1710,1599,1773,1868,2196,2293,2570,2564,2654,2289,1506,1022,980,35601
3,Queensland,36720,Sunshine Coast (R),17229,20348,21024,19993,17636,17148,17805,18918,20011,22969,21003,21464,19909,19179,17174,11848,8132,8132,319922
3,Queensland,36820,Tablelands (R),1365,1593,1699,1524,1046,1165,1133,1233,1273,1626,1828,1959,1976,1941,1662,1123,744,651,25541
3,Queensland,36910,Toowoomba (R),10814,11818,11724,11202,10554,11113,10632,9751,9753,10721,9891,10385,9461,8710,7707,5606,3879,3936,167657
3,Queensland,36950,Torres (S),332,351,314,320,301,349,316,278,231,220,199,232,177,104,63,31,14,16,3848
3,Queensland,36960,Torres Strait Island (R),552,637,490,341,440,524,326,330,249,223,218,198,192,130,70,52,14,8,4994
3,Queensland,37010,Townsville (C),13125,13320,12658,13344,16945,15489,14080,12924,12127,13201,11525,11693,9667,8240,6474,4408,2623,2229,194072
3,Queensland,37300,Weipa (T),417,371,344,237,198,336,393,378,349,342,308,227,149,99,68,10,7,7,4240
3,Queensland,37310,Western Downs (R),2428,2750,2580,2281,1806,2199,2139,2069,2105,2283,2242,2151,1895,1756,1476,985,691,631,34467
3,Queensland,37340,Whitsunday (R),2058,2240,2092,1741,2114,2904,2672,2326,2235,2443,2134,2498,2264,1977,1516,912,522,402,35050
3,Queensland,37400,Winton (S),69,63,66,34,74,72,88,52,56,89,98,68,102,65,66,52,20,23,1157
3,Queensland,37550,Woorabinda (S),104,121,100,93,96,88,54,64,43,64,54,38,33,23,9,9,9,3,1005
3,Queensland,37570,Wujal Wujal (S),36,26,16,13,22,31,31,20,21,22,18,13,18,8,6,0,1,4,306
3,Queensland,37600,Yarrabah (S),327,336,324,300,229,226,207,168,130,142,140,126,80,42,31,32,6,2,2848
4,South Australia,40070,Adelaide (C),557,426,386,1761,5351,3463,2313,1598,1093,1080,1138,1242,1096,1099,908,543,343,397,24794
4,South Australia,40120,Adelaide Hills (DC),2060,2569,2894,2836,2126,1498,1660,2149,2597,3229,3009,3076,2819,2576,1989,1192,724,731,39734
4,South Australia,40150,Adelaide Plains (DC),501,597,597,648,519,443,508,484,561,775,790,748,575,516,390,191,123,93,9059
4,South Australia,40220,Alexandrina (DC),1158,1422,1561,1425,1105,1064,1105,1186,1409,1693,1664,2077,2171,2355,2229,1556,966,891,27037
4,South Australia,40250,Anangu Pitjantjatjara (AC),215,199,217,166,299,266,231,177,164,167,143,94,90,52,39,9,16,14,2558
4,South Australia,40310,Barossa (DC),1304,1620,1711,1639,1217,1075,1328,1463,1590,1794,1604,1805,1729,1583,1282,882,573,609,24808
4,South Australia,40430,Barunga West (DC),102,121,114,126,68,92,101,79,125,159,169,237,234,255,198,138,99,134,2551
4,South Australia,40520,Berri and Barmera (DC),585,677,722,708,532,542,525,565,572,722,703,828,807,743,560,406,318,338,10853
4,South Australia,40700,Burnside (C),2098,2730,3058,3398,2877,2300,1914,2478,2936,3324,2856,3002,2785,2684,2535,1761,1281,1689,45706
4,South Australia,40910,Campbelltown (C) (SA),2779,3009,2782,3045,3357,3405,3277,3519,3106,3566,3352,3119,2662,2450,2428,2173,1690,1750,51469
4,South Australia,41010,Ceduna (DC),265,251,207,220,170,240,229,203,187,208,226,234,253,204,156,104,55,54,3466
4,South Australia,41060,Charles Sturt (C),6524,6231,5799,6312,8165,8600,8554,7552,7244,8065,7886,7635,6666,6187,5255,3802,3201,3704,117382
4,South Australia,41140,Clare and Gilbert Valleys (DC),477,564,639,521,370,458,542,462,458,593,664,758,743,684,586,389,224,247,9379
4,South Australia,41190,Cleve (DC),106,133,113,108,60,107,108,105,102,96,130,153,134,102,87,54,43,58,1799
4,South Australia,41330,Coober Pedy (DC),133,114,84,62,81,134,141,99,101,95,145,132,132,117,124,95,44,12,1845
4,South Australia,41560,Copper Coast (DC),700,823,839,809,647,732,684,689,647,850,940,1154,1160,1306,1156,787,492,457,14872
4,South Australia,41750,Elliston (DC),63,71,73,44,28,36,56,52,59,69,74,117,108,59,46,30,19,15,1019
4,South Australia,41830,Flinders Ranges (DC),88,97,85,89,68,102,74,77,85,100,112,153,136,152,128,78,30,39,1693
4,South Australia,41960,Franklin Harbour (DC),78,91,68,51,56,58,69,53,50,86,85,96,113,126,99,72,18,46,1315
4,South Australia,42030,Gawler (T),1494,1486,1389,1481,1661,1520,1498,1408,1206,1571,1565,1628,1416,1207,1136,946,698,708,24018
4,South Australia,42110,Goyder (DC),214,220,257,264,133,203,172,189,234,282,281,386,399,328,248,193,118,85,4206
4,South Australia,42250,Grant (DC),397,536,602,584,414,365,419,460,563,717,699,684,599,572,412,251,120,117,8511
4,South Australia,42600,Holdfast Bay (C),1513,1786,1777,1837,2267,2228,2133,2256,2075,2483,2401,2776,2653,2418,2155,1454,1099,1721,37032
4,South Australia,42750,Kangaroo Island (DC),273,309,243,274,188,199,258,247,259,293,345,426,434,400,339,203,127,116,4933
4,South Australia,43080,Karoonda East Murray (DC),57,56,86,62,46,56,47,36,72,58,91,62,83,92,79,44,27,58,1112
4,South Australia,43220,Kimba (DC),94,90,79,41,43,59,75,68,55,52,66,77,51,56,54,38,37,38,1073
4,South Australia,43360,Kingston (DC) (SA),126,115,133,113,94,125,97,118,115,135,131,180,212,216,181,114,97,72,2374
4,South Australia,43650,Light (RegC),850,1119,1219,1178,918,748,818,932,1015,1167,1163,1132,988,750,592,367,200,183,15339
4,South Australia,43710,Lower Eyre Peninsula (DC),340,382,382,408,219,265,317,374,370,462,405,468,390,358,298,152,107,64,5761
4,South Australia,43790,Loxton Waikerie (DC),636,699,743,745,547,553,576,550,646,785,852,863,845,879,699,464,311,333,11726
4,South Australia,44000,Maralinga Tjarutja (AC),3,0,0,5,7,11,1,0,16,6,0,12,2,1,0,0,0,0,64
4,South Australia,44060,Marion (C),5531,5266,4675,4910,6695,7089,7167,6570,5703,5723,5405,5780,5554,4820,3833,2714,2077,2796,92308
4,South Australia,44210,Mid Murray (DC),372,420,418,409,431,377,410,397,454,638,709,762,828,836,675,424,212,211,8983
4,South Australia,44340,Mitcham (C),3554,4168,4252,4460,4689,3537,3687,4097,4441,4799,4369,4311,3811,3636,3177,2375,1641,2249,67253
4,South Australia,44550,Mount Barker (DC),2266,2447,2441,2335,2239,2197,2063,2227,2327,2665,2423,2340,2111,1832,1547,874,596,615,35545
4,South Australia,44620,Mount Gambier (C),1736,1843,1814,1765,1641,1742,1689,1609,1536,1789,1718,1713,1616,1404,1232,927,673,729,27176
4,South Australia,44830,Mount Remarkable (DC),109,142,165,175,115,91,104,129,136,172,218,298,277,240,235,137,85,82,2910
4,South Australia,45040,Murray Bridge (RC),1263,1342,1264,1327,1496,1747,1513,1176,1149,1398,1392,1458,1264,1245,1197,826,565,543,22165
4,South Australia,45090,Naracoorte and Lucindale (DC),493,603,566,477,422,510,548,539,514,567,531,649,525,464,433,272,200,220,8533
4,South Australia,45120,Northern Areas (DC),289,279,274,263,197,224,235,209,229,267,299,383,367,329,304,199,118,138,4603
4,South Australia,45290,Norwood Payneham St Peters (C),1690,1820,1770,1911,2685,3172,2803,2378,2198,2371,2260,2335,2125,1856,1697,1256,1056,1367,36750
4,South Australia,45340,Onkaparinga (C),10305,11186,10527,10634,10720,10566,11325,10812,10818,11682,10929,11177,10416,10013,8344,5112,3468,3455,171489
4,South Australia,45400,Orroroo - Carrieton (DC),52,48,44,51,20,25,33,45,28,56,51,66,89,73,58,43,31,41,854
4,South Australia,45540,Peterborough (DC),68,74,92,84,72,58,92,82,62,110,91,165,172,147,128,89,56,58,1700
4,South Australia,45680,Playford (C),7881,7690,6438,5851,7248,7553,7496,5923,5166,5510,5615,5413,4367,3437,2855,2048,1596,1339,93426
4,South Australia,45890,Port Adelaide Enfield (C),8020,7157,6431,6579,8738,10163,11120,9690,8141,8194,7745,7892,6829,5701,4703,3283,2549,3185,126120
4,South Australia,46090,Port Augusta (C),887,943,934,810,812,1056,991,798,804,899,916,1043,869,765,640,433,277,225,14102
4,South Australia,46300,Port Lincoln (C),973,973,956,943,765,915,985,785,830,922,891,1036,878,794,669,547,367,397,14626
4,South Australia,46450,Port Pirie City and Dists (M),997,1044,1139,1254,988,950,906,886,922,1171,1162,1313,1093,1074,1006,739,483,503,17630
4,South Australia,46510,Prospect (C),1295,1256,1174,983,1726,1795,1726,1492,1390,1393,1354,1396,1275,990,708,478,358,470,21259
4,South Australia,46670,Renmark Paringa (DC),528,556,589,656,489,618,612,551,527,666,618,703,662,677,519,370,254,274,9869
4,South Australia,46860,Robe (DC),65,59,67,56,84,87,84,58,73,89,109,128,121,89,107,86,43,39,1444
4,South Australia,46970,Roxby Downs (M),428,351,262,163,223,453,477,389,297,274,241,229,130,48,18,10,10,11,4014
4,South Australia,47140,Salisbury (C),9860,9688,8924,8695,10389,10703,11292,10296,8852,9194,8704,8348,7332,6436,5305,3762,2634,2141,142555
4,South Australia,47290,Southern Mallee (DC),101,120,138,113,71,124,135,120,122,111,167,159,128,155,110,83,68,69,2094
4,South Australia,47490,Streaky Bay (DC),149,194,135,107,67,116,123,115,133,140,124,177,203,169,103,76,35,48,2214
4,South Australia,47630,Tatiara (DC),350,474,454,453,372,383,370,403,389,508,487,452,431,406,309,214,149,190,6794
4,South Australia,47700,Tea Tree Gully (C),5582,6107,6054,6182,6215,5743,6416,6606,6371,6896,6626,6447,5933,5601,5003,3461,2284,2167,99694
4,South Australia,47800,The Coorong (DC),307,346,335,328,233,234,293,278,295,287,404,455,433,367,351,257,148,112,5463
4,South Australia,47910,Tumby Bay (DC),149,153,148,128,88,115,115,125,126,178,178,212,238,202,203,145,93,92,2688
4,South Australia,47980,Unley (C),1819,2142,2324,2274,2795,2901,2543,2497,2584,2575,2502,2397,2321,2233,1758,1201,924,1355,39145
4,South Australia,48050,Victor Harbor (C),603,724,718,694,541,451,549,576,667,771,756,995,1166,1574,1714,1142,770,837,15248
4,South Australia,48130,Wakefield (DC),411,462,456,451,312,325,365,362,360,460,454,520,488,457,361,220,168,182,6814
4,South Australia,48260,Walkerville (M),340,425,455,525,568,480,442,444,440,530,539,505,523,476,434,328,233,257,7944
4,South Australia,48340,Wattle Range (DC),672,716,771,709,576,513,567,594,722,781,884,971,935,906,653,452,291,318,12031
4,South Australia,48410,West Torrens (C),3221,2960,2670,2972,5184,5581,5180,4284,3611,3864,3623,3482,2897,2552,2346,1936,1632,2110,60105
4,South Australia,48540,Whyalla (C),1342,1440,1456,1366,1126,1424,1400,1197,1223,1571,1590,1537,1274,1067,975,809,510,459,21766
4,South Australia,48640,Wudinna (DC),70,120,91,59,61,68,75,83,70,79,74,92,106,97,45,38,24,42,1294
4,South Australia,48750,Yankalilla (DC),232,264,293,243,180,170,240,223,259,335,355,476,578,574,457,312,141,146,5478
4,South Australia,48830,Yorke Peninsula (DC),478,557,545,507,363,361,420,457,472,575,735,1016,1070,1120,1077,671,433,471,11328
4,South Australia,49399,Unincorporated SA,159,168,173,112,156,263,307,250,233,329,285,339,254,214,132,72,39,35,3520
5,Western Australia,50080,Albany (C),2130,2312,2621,2610,1906,1901,2201,2021,2208,2526,2404,2730,2475,2395,1862,1429,1025,1070,37826
5,Western Australia,50210,Armadale (C),7850,6747,5624,4928,5673,7041,8211,7210,5613,5365,4838,4657,3996,3479,2682,1681,1096,943,87634
5,Western Australia,50250,Ashburton (S),724,736,470,219,317,1328,1941,1717,1477,1338,1131,975,596,242,64,35,11,8,13329
5,Western Australia,50280,Augusta-Margaret River (S),1132,1221,1107,875,504,741,1055,1269,1242,1218,967,1033,988,862,591,391,248,256,15700
5,Western Australia,50350,Bassendean (T),1084,966,801,792,916,1013,1317,1188,1095,1156,1007,1015,861,780,630,439,340,339,15739
5,Western Australia,50420,Bayswater (C),4210,3513,3188,3193,4498,5755,6491,5334,4493,4557,4117,4117,3761,3315,2830,1949,1423,1488,68232
5,Western Australia,50490,Belmont (C),2767,2243,1749,1660,3222,4574,4452,3425,2711,2445,2223,2303,1974,1679,1338,1057,846,842,41510
5,Western Australia,50560,Beverley (S),73,84,103,85,40,63,67,101,90,110,114,162,159,161,139,95,58,44,1748
5,Western Australia,50630,Boddington (S),142,121,115,74,54,98,141,136,136,137,156,127,126,103,69,58,23,17,1833
5,Western Australia,50770,Boyup Brook (S),112,126,119,67,31,48,92,91,114,112,128,139,143,148,117,79,57,33,1756
5,Western Australia,50840,Bridgetown-Greenbushes (S),218,287,355,266,132,140,161,219,270,321,330,422,394,440,340,228,101,98,4722
5,Western Australia,50910,Brookton (S),83,69,44,25,54,49,54,63,31,87,65,61,49,81,57,42,28,23,965
5,Western Australia,50980,Broome (S),1400,1448,1296,978,892,1345,1613,1313,1291,1184,1043,1085,879,570,322,169,77,47,16952
5,Western Australia,51080,Broomehill-Tambellup (S),91,103,88,47,38,54,69,79,64,69,82,93,74,58,50,39,16,18,1132
5,Western Australia,51120,Bruce Rock (S),53,68,72,31,48,45,49,56,66,60,64,63,67,74,58,20,26,20,940
5,Western Australia,51190,Bunbury (C),1997,1832,1841,1792,1747,2050,2007,1951,1872,2134,2062,2236,2120,1808,1602,1055,783,887,31776
5,Western Australia,51260,Busselton (C),2188,2793,2796,2484,1554,1710,2193,2540,2623,2875,2437,2438,2544,2487,2112,1364,900,888,38926
5,Western Australia,51310,Cambridge (T),1503,2174,2259,1875,1653,1660,1374,1680,1952,2331,2007,1851,1554,1220,1017,779,694,898,28481
5,Western Australia,51330,Canning (C),5433,5564,5855,5967,8690,7921,6918,6716,5988,6041,5334,5100,4664,4130,3246,2221,1569,1608,92965
5,Western Australia,51400,Capel (S),1218,1389,1590,1600,919,920,1047,1134,1313,1509,1286,1117,920,776,625,355,181,123,18022
5,Western Australia,51470,Carnamah (S),34,23,37,23,11,48,24,38,26,33,43,62,45,31,32,12,10,9,541
5,Western Australia,51540,Carnarvon (S),349,363,365,233,286,369,401,320,324,404,427,362,355,307,221,151,77,48,5362
5,Western Australia,51610,Chapman Valley (S),62,129,148,90,43,54,68,90,109,130,110,120,93,76,82,45,21,22,1492
5,Western Australia,51680,Chittering (S),263,388,423,445,270,203,255,345,357,486,515,472,376,350,274,177,90,53,5742
5,Western Australia,51750,Claremont (T),462,554,694,957,715,692,542,504,571,723,681,592,611,585,573,462,328,458,10704
5,Western Australia,51820,Cockburn (C),8157,7614,6709,6484,7245,8411,9649,9191,8101,8157,7031,6432,5508,4496,3364,2403,1739,1474,112165
5,Western Australia,51890,Collie (S),526,582,597,550,479,497,516,477,464,584,583,647,649,576,470,237,161,159,8754
5,Western Australia,51960,Coolgardie (S),306,243,237,257,179,276,261,258,204,257,277,246,172,158,99,51,14,11,3506
5,Western Australia,52030,Coorow (S),56,44,54,34,16,50,49,34,55,51,96,88,114,110,75,44,29,5,1004
5,Western Australia,52100,Corrigin (S),63,85,82,43,55,60,60,62,51,89,62,78,99,89,56,40,36,36,1146
5,Western Australia,52170,Cottesloe (T),404,490,574,573,452,561,458,485,420,565,605,581,544,511,377,235,153,200,8188
5,Western Australia,52240,Cranbrook (S),63,89,72,34,24,49,53,75,72,66,70,77,105,74,65,49,28,12,1077
5,Western Australia,52310,Cuballing (S),36,56,62,41,24,32,57,48,50,66,72,73,44,85,58,32,17,9,862
5,Western Australia,52380,Cue (S),11,4,4,4,2,15,9,7,8,9,10,18,21,14,10,2,0,0,148
5,Western Australia,52450,Cunderdin (S),93,81,110,136,72,81,89,97,76,75,74,93,115,71,53,56,34,34,1440
5,Western Australia,52520,Dalwallinu (S),107,116,88,55,74,99,92,125,82,98,91,106,92,74,48,31,32,21,1431
5,Western Australia,52590,Dandaragan (S),162,194,159,115,119,202,216,167,155,233,230,254,250,273,244,143,92,51,3259
5,Western Australia,52660,Dardanup (S),1107,1073,967,953,785,925,1006,973,855,932,876,898,815,709,563,405,286,240,14368
5,Western Australia,52730,Denmark (S),284,399,407,386,149,189,208,308,361,437,440,516,496,539,468,284,166,117,6154
5,Western Australia,52800,Derby-West Kimberley (S),796,713,717,508,608,716,723,652,506,510,461,472,367,268,131,50,29,28,8255
5,Western Australia,52870,Donnybrook-Balingup (S),332,379,404,384,184,262,285,313,348,419,411,484,536,442,389,249,116,125,6062
5,Western Australia,52940,Dowerin (S),65,52,40,20,36,18,44,45,37,48,40,31,57,71,29,17,18,8,676
5,Western Australia,53010,Dumbleyung (S),68,47,31,16,13,41,47,50,52,39,43,59,45,47,33,30,12,3,676
5,Western Australia,53080,Dundas (S),26,29,33,27,23,56,55,47,31,62,75,79,65,53,39,20,11,4,735
5,Western Australia,53150,East Fremantle (T),372,467,597,475,484,389,383,453,507,675,603,617,497,433,315,203,161,180,7811
5,Western Australia,53220,East Pilbara (S),607,627,440,378,492,1225,1629,1300,1088,898,818,752,382,197,78,24,24,11,10970
5,Western Australia,53290,Esperance (S),937,953,1041,1045,662,842,874,779,840,996,1043,999,858,734,657,462,310,249,14281
5,Western Australia,53360,Exmouth (S),198,202,170,142,94,192,231,248,222,219,196,184,188,138,112,67,19,14,2836
5,Western Australia,53430,Fremantle (C),1724,1516,1362,1344,1609,2228,2687,2275,1964,2203,2079,2241,1933,1831,1391,998,724,759,30868
5,Western Australia,53570,Gingin (S),249,253,318,255,215,306,266,252,276,343,351,408,433,499,395,234,134,71,5258
5,Western Australia,53640,Gnowangerup (S),90,97,56,32,49,82,84,68,76,91,79,92,109,84,57,27,19,15,1207
5,Western Australia,53710,Goomalling (S),49,87,70,43,31,39,55,59,46,90,72,78,72,83,46,36,35,20,1011
5,Western Australia,53780,Gosnells (C),9149,8963,7926,7676,8788,9199,10033,10094,8496,8159,7143,6564,5927,5031,4047,2728,1824,1578,123325
5,Western Australia,53800,Greater Geraldton (C),2628,2771,2796,2765,2131,2276,2427,2372,2397,2847,2630,2579,2253,1845,1548,1084,749,640,38738
5,Western Australia,53920,Halls Creek (S),355,297,303,232,323,324,301,246,209,213,156,156,167,98,62,23,8,17,3490
5,Western Australia,53990,Harvey (S),1873,2094,2161,2067,1309,1477,1766,1764,1822,1965,1930,1740,1729,1415,1171,716,480,319,27798
5,Western Australia,54060,Irwin (S),161,197,249,212,113,90,145,190,194,218,253,275,315,316,255,180,107,90,3560
5,Western Australia,54130,Jerramungup (S),92,99,100,21,37,53,87,94,62,55,90,112,72,63,36,34,15,11,1133
5,Western Australia,54170,Joondalup (C),9255,10691,10963,10792,10545,8348,9206,10047,10757,12182,11351,11370,10101,8861,6658,3750,2508,2646,160031
5,Western Australia,54200,Kalamunda (C),3629,3943,3912,4033,3510,3341,3802,3962,3873,4084,3814,3733,3245,3163,2648,1887,1299,1068,58946
5,Western Australia,54280,Kalgoorlie - Boulder (C),2633,2288,2025,1829,1869,2568,2683,2417,2067,2217,1895,1857,1385,970,584,380,170,161,29998
5,Western Australia,54310,Karratha (C),2151,2009,1612,1207,1090,1946,2601,2238,1898,1732,1357,1145,644,408,186,107,41,42,22414
5,Western Australia,54340,Katanning (S),249,318,296,205,248,234,254,233,237,268,293,292,269,198,185,128,96,82,4085
5,Western Australia,54410,Kellerberrin (S),55,59,96,85,42,58,51,74,53,80,102,94,70,90,58,49,46,45,1207
5,Western Australia,54480,Kent (S),58,37,32,15,17,25,29,61,48,37,43,34,35,35,25,15,11,5,562
5,Western Australia,54550,Kojonup (S),137,168,120,57,83,73,131,99,108,141,149,158,144,131,86,77,56,62,1980
5,Western Australia,54620,Kondinin (S),60,39,64,17,21,42,69,53,62,65,74,80,63,46,44,32,22,17,870
5,Western Australia,54690,Koorda (S),34,36,20,13,10,15,23,23,23,31,27,38,38,25,21,18,8,5,408
5,Western Australia,54760,Kulin (S),65,62,46,11,34,44,37,62,46,57,51,58,51,57,30,22,17,24,774
5,Western Australia,54830,Kwinana (C),3849,3330,2663,2377,3156,3983,4533,3794,2985,2832,2355,2020,1600,1378,1037,763,482,374,43511
5,Western Australia,54900,Lake Grace (S),105,126,97,27,31,68,89,73,97,91,84,96,103,77,53,34,19,12,1282
5,Western Australia,54970,Laverton (S),44,56,56,22,52,131,175,118,80,108,105,105,79,42,9,16,3,5,1206
